query,response
Create 300ml with 10% fragrance in 54/26/20 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 300ml
- Total fragrance: 10%
- Pyramid ratio: 54:26:20 (top:middle:base)

**Total Fragrance Oils:**
10% × 300ml = 30.0ml

**Pyramid Distribution:**

1. Top Notes (54%):
   54% × 30.0ml = 16.2ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (26%):
   26% × 30.0ml = 7.8ml
   Examples: Rose, jasmine, lavender

3. Base Notes (20%):
   20% × 30.0ml = 6.0ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (90%):**
- Remaining volume: 270.0ml
- Ethanol (85%): 229.5ml
- Water (15%): 40.5ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $405.00
- Middle notes ($40/ml): $312.00
- Base notes ($55/ml): $330.00
- Total oils: $1047.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 300ml with 12% fragrance in 47/30/23 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 300ml
- Total fragrance: 12%
- Pyramid ratio: 47:30:23 (top:middle:base)

**Total Fragrance Oils:**
12% × 300ml = 36.0ml

**Pyramid Distribution:**

1. Top Notes (47%):
   47% × 36.0ml = 16.92ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (30%):
   30% × 36.0ml = 10.8ml
   Examples: Rose, jasmine, lavender

3. Base Notes (23%):
   23% × 36.0ml = 8.28ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 264.0ml
- Ethanol (85%): 224.4ml
- Water (15%): 39.6ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $423.00
- Middle notes ($40/ml): $432.00
- Base notes ($55/ml): $455.40
- Total oils: $1310.40

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 1000ml with 12% fragrance in 45/42/13 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 1000ml
- Total fragrance: 12%
- Pyramid ratio: 45:42:13 (top:middle:base)

**Total Fragrance Oils:**
12% × 1000ml = 120.0ml

**Pyramid Distribution:**

1. Top Notes (45%):
   45% × 120.0ml = 54.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (42%):
   42% × 120.0ml = 50.4ml
   Examples: Rose, jasmine, lavender

3. Base Notes (13%):
   13% × 120.0ml = 15.6ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 880.0ml
- Ethanol (85%): 748.0ml
- Water (15%): 132.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1350.00
- Middle notes ($40/ml): $2016.00
- Base notes ($55/ml): $858.00
- Total oils: $4224.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 200ml with 17% fragrance in 44/36/20 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 200ml
- Total fragrance: 17%
- Pyramid ratio: 44:36:20 (top:middle:base)

**Total Fragrance Oils:**
17% × 200ml = 34.0ml

**Pyramid Distribution:**

1. Top Notes (44%):
   44% × 34.0ml = 14.96ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (36%):
   36% × 34.0ml = 12.24ml
   Examples: Rose, jasmine, lavender

3. Base Notes (20%):
   20% × 34.0ml = 6.8ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (83%):**
- Remaining volume: 166.0ml
- Ethanol (85%): 141.1ml
- Water (15%): 24.9ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $374.00
- Middle notes ($40/ml): $489.60
- Base notes ($55/ml): $374.00
- Total oils: $1237.60

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 200ml with 19% fragrance in 57/31/12 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 200ml
- Total fragrance: 19%
- Pyramid ratio: 57:31:12 (top:middle:base)

**Total Fragrance Oils:**
19% × 200ml = 38.0ml

**Pyramid Distribution:**

1. Top Notes (57%):
   57% × 38.0ml = 21.66ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (31%):
   31% × 38.0ml = 11.78ml
   Examples: Rose, jasmine, lavender

3. Base Notes (12%):
   12% × 38.0ml = 4.56ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (81%):**
- Remaining volume: 162.0ml
- Ethanol (85%): 137.7ml
- Water (15%): 24.3ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $541.50
- Middle notes ($40/ml): $471.20
- Base notes ($55/ml): $250.80
- Total oils: $1263.50

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 1000ml with 12% fragrance in 44/35/21 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 1000ml
- Total fragrance: 12%
- Pyramid ratio: 44:35:21 (top:middle:base)

**Total Fragrance Oils:**
12% × 1000ml = 120.0ml

**Pyramid Distribution:**

1. Top Notes (44%):
   44% × 120.0ml = 52.8ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (35%):
   35% × 120.0ml = 42.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (21%):
   21% × 120.0ml = 25.2ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 880.0ml
- Ethanol (85%): 748.0ml
- Water (15%): 132.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1320.00
- Middle notes ($40/ml): $1680.00
- Base notes ($55/ml): $1386.00
- Total oils: $4386.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 1000ml with 20% fragrance in 32/50/18 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 1000ml
- Total fragrance: 20%
- Pyramid ratio: 32:50:18 (top:middle:base)

**Total Fragrance Oils:**
20% × 1000ml = 200.0ml

**Pyramid Distribution:**

1. Top Notes (32%):
   32% × 200.0ml = 64.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (50%):
   50% × 200.0ml = 100.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (18%):
   18% × 200.0ml = 36.0ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (80%):**
- Remaining volume: 800.0ml
- Ethanol (85%): 680.0ml
- Water (15%): 120.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1600.00
- Middle notes ($40/ml): $4000.00
- Base notes ($55/ml): $1980.00
- Total oils: $7580.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Compare cost of 250ml at 5% vs 25% if fragrance oil is $60/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 250ml
**Fragrance Oil Cost:** $60/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 12.5ml
- Cost: $750.00

Alcohol Base:
- Volume: 237.5ml
- Cost: $118.75

**Total Cost: $868.75**
**Cost per ml: $3.48**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 25% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 62.5ml
- Cost: $3750.00

Alcohol Base:
- Volume: 187.5ml
- Cost: $93.75

**Total Cost: $3843.75**
**Cost per ml: $15.38**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $2975.00 more for 25%
Percentage: 342.4% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 5.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 500ml at 5% vs 15% if fragrance oil is $30/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 500ml
**Fragrance Oil Cost:** $30/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $750.00

Alcohol Base:
- Volume: 475.0ml
- Cost: $237.50

**Total Cost: $987.50**
**Cost per ml: $1.98**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 15% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 75.0ml
- Cost: $2250.00

Alcohol Base:
- Volume: 425.0ml
- Cost: $212.50

**Total Cost: $2462.50**
**Cost per ml: $4.92**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $1475.00 more for 15%
Percentage: 149.4% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 3.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 500ml at 10% vs 25% if fragrance oil is $40/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 500ml
**Fragrance Oil Cost:** $40/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 10% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 50.0ml
- Cost: $2000.00

Alcohol Base:
- Volume: 450.0ml
- Cost: $225.00

**Total Cost: $2225.00**
**Cost per ml: $4.45**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 25% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 125.0ml
- Cost: $5000.00

Alcohol Base:
- Volume: 375.0ml
- Cost: $187.50

**Total Cost: $5187.50**
**Cost per ml: $10.38**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $2962.50 more for 25%
Percentage: 133.1% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 2.5× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 250ml at 8% vs 18% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 250ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 8% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 20.0ml
- Cost: $1600.00

Alcohol Base:
- Volume: 230.0ml
- Cost: $115.00

**Total Cost: $1715.00**
**Cost per ml: $6.86**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 18% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 45.0ml
- Cost: $3600.00

Alcohol Base:
- Volume: 205.0ml
- Cost: $102.50

**Total Cost: $3702.50**
**Cost per ml: $14.81**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $1987.50 more for 18%
Percentage: 115.9% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 2.2× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 100ml at 8% vs 25% if fragrance oil is $40/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 100ml
**Fragrance Oil Cost:** $40/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 8% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 8.0ml
- Cost: $320.00

Alcohol Base:
- Volume: 92.0ml
- Cost: $46.00

**Total Cost: $366.00**
**Cost per ml: $3.66**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 25% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $1000.00

Alcohol Base:
- Volume: 75.0ml
- Cost: $37.50

**Total Cost: $1037.50**
**Cost per ml: $10.38**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $671.50 more for 25%
Percentage: 183.5% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 3.1× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 500ml at 5% vs 15% if fragrance oil is $30/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 500ml
**Fragrance Oil Cost:** $30/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $750.00

Alcohol Base:
- Volume: 475.0ml
- Cost: $237.50

**Total Cost: $987.50**
**Cost per ml: $1.98**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 15% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 75.0ml
- Cost: $2250.00

Alcohol Base:
- Volume: 425.0ml
- Cost: $212.50

**Total Cost: $2462.50**
**Cost per ml: $4.92**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $1475.00 more for 15%
Percentage: 149.4% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 3.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 500ml at 5% vs 15% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 500ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $2000.00

Alcohol Base:
- Volume: 475.0ml
- Cost: $237.50

**Total Cost: $2237.50**
**Cost per ml: $4.47**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 15% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 75.0ml
- Cost: $6000.00

Alcohol Base:
- Volume: 425.0ml
- Cost: $212.50

**Total Cost: $6212.50**
**Cost per ml: $12.43**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $3975.00 more for 15%
Percentage: 177.7% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 3.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 100ml at 5% vs 20% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 100ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 5.0ml
- Cost: $400.00

Alcohol Base:
- Volume: 95.0ml
- Cost: $47.50

**Total Cost: $447.50**
**Cost per ml: $4.47**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 20% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 20.0ml
- Cost: $1600.00

Alcohol Base:
- Volume: 80.0ml
- Cost: $40.00

**Total Cost: $1640.00**
**Cost per ml: $16.40**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $1192.50 more for 20%
Percentage: 266.5% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 4.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 250ml at 5% vs 18% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 250ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 12.5ml
- Cost: $1000.00

Alcohol Base:
- Volume: 237.5ml
- Cost: $118.75

**Total Cost: $1118.75**
**Cost per ml: $4.47**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 18% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 45.0ml
- Cost: $3600.00

Alcohol Base:
- Volume: 205.0ml
- Cost: $102.50

**Total Cost: $3702.50**
**Cost per ml: $14.81**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $2583.75 more for 18%
Percentage: 230.9% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 3.6× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 100ml at 10% vs 25% if fragrance oil is $30/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 100ml
**Fragrance Oil Cost:** $30/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 10% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 10.0ml
- Cost: $300.00

Alcohol Base:
- Volume: 90.0ml
- Cost: $45.00

**Total Cost: $345.00**
**Cost per ml: $3.45**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 25% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $750.00

Alcohol Base:
- Volume: 75.0ml
- Cost: $37.50

**Total Cost: $787.50**
**Cost per ml: $7.88**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $442.50 more for 25%
Percentage: 128.3% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 2.5× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 500ml at 5% vs 20% if fragrance oil is $30/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 500ml
**Fragrance Oil Cost:** $30/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 25.0ml
- Cost: $750.00

Alcohol Base:
- Volume: 475.0ml
- Cost: $237.50

**Total Cost: $987.50**
**Cost per ml: $1.98**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 20% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 100.0ml
- Cost: $3000.00

Alcohol Base:
- Volume: 400.0ml
- Cost: $200.00

**Total Cost: $3200.00**
**Cost per ml: $6.40**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $2212.50 more for 20%
Percentage: 224.1% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 4.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 100ml at 10% vs 15% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 100ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 10% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 10.0ml
- Cost: $800.00

Alcohol Base:
- Volume: 90.0ml
- Cost: $45.00

**Total Cost: $845.00**
**Cost per ml: $8.45**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 15% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 15.0ml
- Cost: $1200.00

Alcohol Base:
- Volume: 85.0ml
- Cost: $42.50

**Total Cost: $1242.50**
**Cost per ml: $12.43**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $397.50 more for 15%
Percentage: 47.0% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 1.5× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 250ml at 5% vs 18% if fragrance oil is $30/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 250ml
**Fragrance Oil Cost:** $30/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 12.5ml
- Cost: $375.00

Alcohol Base:
- Volume: 237.5ml
- Cost: $118.75

**Total Cost: $493.75**
**Cost per ml: $1.98**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 18% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 45.0ml
- Cost: $1350.00

Alcohol Base:
- Volume: 205.0ml
- Cost: $102.50

**Total Cost: $1452.50**
**Cost per ml: $5.81**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $958.75 more for 18%
Percentage: 194.2% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 3.6× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 100ml at 8% vs 15% if fragrance oil is $50/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 100ml
**Fragrance Oil Cost:** $50/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 8% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 8.0ml
- Cost: $400.00

Alcohol Base:
- Volume: 92.0ml
- Cost: $46.00

**Total Cost: $446.00**
**Cost per ml: $4.46**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 15% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 15.0ml
- Cost: $750.00

Alcohol Base:
- Volume: 85.0ml
- Cost: $42.50

**Total Cost: $792.50**
**Cost per ml: $7.92**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $346.50 more for 15%
Percentage: 77.7% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is EDP strength
- Higher concentration = longer wear
- Option 2 needs 1.9× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
Compare cost of 250ml at 5% vs 25% if fragrance oil is $80/ml. Which is more economical?,"PERFUME CONCENTRATION COST COMPARISON:

**Batch Size:** 250ml
**Fragrance Oil Cost:** $80/ml

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 1: 5% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 12.5ml
- Cost: $1000.00

Alcohol Base:
- Volume: 237.5ml
- Cost: $118.75

**Total Cost: $1118.75**
**Cost per ml: $4.47**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**OPTION 2: 25% Concentration**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Fragrance Oil:
- Volume: 62.5ml
- Cost: $5000.00

Alcohol Base:
- Volume: 187.5ml
- Cost: $93.75

**Total Cost: $5093.75**
**Cost per ml: $20.38**

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
**COST DIFFERENCE:**
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Absolute: $3975.00 more for 25%
Percentage: 355.3% increase

**Economic Analysis:**
- Option 1 is Cologne/EDT strength
- Option 2 is Perfume strength
- Higher concentration = longer wear
- Option 2 needs 5.0× less applications

**Recommendation:** Option 2 for luxury positioning, Option 1 for mass market"
